 TEXTURE FOR PHASE  1  AT VM STRAIN     0.500
  169.30   15.60   43.51        0.0000407
   40.53   60.72   69.79        0.0000404
  -32.36   57.32   28.52        0.0000052
    1.54   46.09   55.45        0.0000076
 -178.89   37.23   49.37        0.0000251
   -4.09   62.80   34.89        0.0000121
 -107.58   53.37   36.52        0.0004112
  -38.08   55.34   26.40        0.0000426
 -129.30   66.24   58.73        0.0000654
  -23.30   74.38   12.16        0.0000364
  107.59   77.11   44.21        0.0000479
    2.42   66.76   19.84        0.0000495
  114.25   57.38   43.22        0.0000518
  147.63   65.95   35.46        0.0004983
 -162.55   45.27   58.68        0.0000139
   85.01   57.49    9.72        0.0000187
  112.50   82.55   12.10        0.0000492
   30.53   82.17   84.07        0.0000186
   41.36   54.29   55.96        0.0001565
    2.82   92.80   34.12        0.0000357
   94.45   23.14   80.49        0.0000306
  108.39   67.87   51.24        0.0000808
 -173.46   22.26   36.05        0.0000530
  179.07   68.09   42.71        0.0000290
   41.84   65.85   57.23        0.0005801
 -122.65   75.89   78.92        0.0003204
  138.49   68.41   19.04        0.0000087
   32.07   49.45   67.83        0.0000223
 -123.94   51.88   39.73        0.0001315
  -26.21   67.91   99.04        0.0000631
   64.98   23.51   24.54        0.0000243
  140.76   74.10   99.55        0.0001177
 -149.35   57.79   69.62        0.0000441
  169.51   25.31  -16.73        0.0001491
   70.14   32.56   29.60        0.0002159
  167.95   18.81  -17.64        0.0002298
 -179.03   18.59   34.78        0.0000181
  -29.97    4.38   55.01        0.0000337
 -154.97   88.80   89.39        0.0000315
 -103.10   57.04   29.56        0.0000623
   65.25   95.64   12.54        0.0000270
   60.14   67.81   62.89        0.0000062
   -5.46   88.92   60.87        0.0000965
  -67.72   25.60   67.64        0.0000341
 -174.00   30.82   62.22        0.0000425
  145.34   61.02   21.17        0.0000084
   99.59   62.96   63.35        0.0000269
  -85.34   63.75   90.38        0.0000461
   39.82   76.30   -9.36        0.0000408
  -20.88   55.12   15.83        0.0000323
  105.23   67.30   34.84        0.0000073
   13.02   37.16   56.52        0.0000076
 -173.52   34.60   44.46        0.0000283
 -100.45   73.95    5.52        0.0000376
 -147.50   80.55   75.88        0.0000801
 -137.32   56.86   61.47        0.0000339
  -74.61   70.09   67.05        0.0001208
  -66.59   64.07   73.51        0.0004049
 -108.86   66.78   25.38        0.0002562
   26.53   76.40   81.15        0.0000195
 -108.81   74.70    5.26        0.0002905
 -150.62   22.56   47.06        0.0000351
  108.26   38.06   -3.01        0.0002905
  -70.97   62.56   56.30        0.0000648
 -170.28   34.81  113.43        0.0001264
  150.09   40.56   29.78        0.0000199
   -8.73   85.48   72.77        0.0000393
 -131.58   31.28   49.09        0.0000613
  173.70   22.56   28.26        0.0000262
   46.40   62.97   42.25        0.0007411
  -80.40   61.00   49.87        0.0003938
 -122.16   70.38   62.63        0.0000075
  -78.56   74.68   20.29        0.0000138
  -82.90   53.78   85.77        0.0001467
 -174.40   28.12   54.37        0.0000284
   55.19  102.42   26.41        0.0001915
   -6.97   44.16   29.85        0.0000354
 -179.36   40.17   43.00        0.0000059
 -146.12   72.87   73.38        0.0000100
 -141.45   58.98   64.06        0.0000197
  -93.15   61.10   18.89        0.0000479
   96.44   57.16   73.03        0.0000154
  -62.76   95.43   64.48        0.0003129
 -178.62   28.13   53.74        0.0000505
  -86.07   57.62   90.18        0.0000791
   56.03   41.18   37.68        0.0000351
 -163.64   46.82   47.21        0.0001331
  -45.32   90.52   89.05        0.0000990
   -1.96   49.38   59.17        0.0000337
   58.24   51.27   51.79        0.0001714
 -119.85   72.68   68.26        0.0000245
 -114.85   65.69   60.75        0.0003371
 -178.96   73.93   41.73        0.0000241
   55.88   77.48   74.52        0.0000248
  177.68   59.80   32.58        0.0000134
   17.65   67.52   83.12        0.0000319
   55.99   69.79   64.07        0.0000263
    3.49   44.74   33.59        0.0002005
 -159.42   37.39   50.45        0.0000066
  174.26   34.88   58.61        0.0002765
  179.63   55.89   47.19        0.0000519
  -63.16   91.84   82.97        0.0000475
 -175.55   38.51   33.55        0.0000623
   88.40   24.51   11.55        0.0001876
  -30.56   43.09   27.23        0.0000311
  -97.38   65.07    9.87        0.0000370
  143.94   66.01   13.84        0.0000651
 -154.82   44.12   70.95        0.0000301
 -102.29   73.64   37.38        0.0000276
 -119.15   67.09   68.54        0.0003573
   89.82   65.93   -0.46        0.0000331
   78.32   89.36   34.34        0.0000240
  175.03   46.07   62.89        0.0001820
 -119.84   69.18   63.59        0.0000376
  119.07   43.21   49.87        0.0000820
 -146.40   36.94   42.43        0.0000617
  110.40   74.72   38.42        0.0000576
    3.89   14.95   44.92        0.0000617
  120.70   65.84   17.62        0.0001503
  -30.72   72.79    9.17        0.0000840
  -10.89    6.09  -33.12        0.0000352
 -130.82   87.43   87.69        0.0000835
  -60.22   76.03   23.29        0.0000191
   44.04   74.71   76.50        0.0000113
  105.19   81.29   59.10        0.0000521
   61.75   50.54   38.66        0.0000538
 -157.52   87.40   82.29        0.0000279
  172.10   48.44   70.50        0.0001170
   -7.52   68.18   33.43        0.0000233
  -32.16   81.65   10.04        0.0000150
  -72.55   59.99   54.65        0.0000156
   92.75   62.24   75.13        0.0000191
  -64.73   63.79   38.72        0.0000224
   -0.29   88.70   56.51        0.0000165
  169.63   85.73   68.44        0.0000956
  -88.53   47.56   91.78        0.0000852
  102.51   33.57   -9.48        0.0000889
   65.18   91.27   14.61        0.0000495
  165.81   45.21   12.39        0.0000232
  -38.06   75.12   16.94        0.0000269
 -177.16   24.12   47.91        0.0000129
  102.49   66.86   50.08        0.0000310
   88.20   59.57   11.71        0.0000215
   44.00   71.83   73.21        0.0000094
 -166.27   59.63   55.11        0.0000687
  118.01   76.81   26.30        0.0001261
  123.76   66.74   20.70        0.0000976
   12.09   74.09   14.21        0.0000852
   -2.02   29.91   59.67        0.0000341
  115.93   29.39   55.27        0.0000932
 -122.27   50.56   69.20        0.0003749
  151.14   11.91   47.63        0.0000208
  177.84   69.44   54.29        0.0001703
 -167.09   24.12   51.06        0.0000173
  -69.57   81.22   50.78        0.0000843
   29.79   34.50   55.17        0.0000147
  145.79   79.63   20.23        0.0003954
   14.30   70.29   56.56        0.0003786
   59.53   64.47   51.71        0.0001810
  174.85   61.18   50.77        0.0005193
 -146.43   42.81   51.63        0.0000063
   -7.95   10.53   30.95        0.0000459
  -86.71   64.29   17.40        0.0000943
 -170.57   62.64   23.91        0.0002762
 -124.33   68.97   65.64        0.0000492
    4.75   56.02   55.82        0.0000209
 -138.36   74.88   77.65        0.0001238
  171.24   65.68   68.09        0.0002740
  -73.62   72.78   76.97        0.0002268
  -71.32   78.03   24.85        0.0000267
 -175.90   34.07   49.55        0.0000076
  -54.02   57.50   33.73        0.0002809
 -128.50   92.24    5.05        0.0002706
  -74.87   53.33   55.80        0.0003765
   -8.06   46.91   34.82        0.0000089
  -88.13   65.01   91.30        0.0000201
 -117.10   94.80   11.80        0.0000637
  162.99   30.71   37.04        0.0000168
   13.01   41.99   54.84        0.0000416
  155.94   42.64   11.78        0.0000321
 -103.92   31.51   19.25        0.0000760
   88.42   30.04   86.90        0.0000699
   13.85   21.62   49.05        0.0000214
    3.26   51.07   34.64        0.0002390
   98.66   70.54   59.92        0.0000413
   -9.85   18.87   44.53        0.0000108
  135.84   88.96   89.98        0.0000262
 -117.21   81.36    4.69        0.0004981
 -103.98   65.49    6.32        0.0003630
   86.25   70.35   10.80        0.0000400
  133.42   78.25   12.90        0.0000668
 -170.27   75.46   52.62        0.0001412
  176.28   90.15   75.49        0.0000430
 -105.01   23.84   13.42        0.0000344
   87.05   63.54   28.73        0.0000095
  -73.08   26.61  -10.32        0.0000547
  -95.98   45.34    6.76        0.0000244
  166.72   63.58   83.68        0.0000397
   14.67   48.24    7.57        0.0000656
   29.14   80.59    0.85        0.0000942
  117.72   54.21   45.54        0.0000204
 -176.33   48.39   27.33        0.0000484
   91.35   69.22   65.14        0.0000324
   -4.10   12.75   29.76        0.0000528
  179.90    6.38   38.12        0.0000296
   66.56   88.60   17.22        0.0000843
  -67.62   67.04   50.08        0.0000952
    0.39   39.75   35.84        0.0000743
   16.93   23.90   52.88        0.0000144
  -81.58   68.29   48.23        0.0000077
  -71.32   74.12   28.49        0.0000134
 -129.54   79.05   75.70        0.0000234
  120.83   44.11   51.16        0.0000122
 -134.16   55.77   49.73        0.0001329
 -100.30   53.93   10.67        0.0001362
   63.91   39.44   25.18        0.0001689
   35.77   65.94   64.91        0.0003769
  139.58   45.33   37.07        0.0000164
 -100.27   28.31   16.35        0.0000817
  178.36   74.95   35.13        0.0000197
   91.72   64.76   51.82        0.0000070
   32.27   76.61   79.03        0.0000177
  155.57   40.73   -0.77        0.0002403
   67.02   38.62   33.46        0.0001783
   15.12   38.44   38.21        0.0004169
   18.51   19.90  120.39        0.0004332
  132.45   54.76   37.74        0.0002545
  -39.40   51.04   29.17        0.0000520
   -3.47   21.34   32.20        0.0000610
  155.18    1.46   59.90        0.0000548
  131.62   68.26   25.26        0.0001412
  120.12   47.94   49.24        0.0000118
  -94.85   52.58    0.18        0.0001416
  -44.54   58.70   37.16        0.0001308
 -128.74   48.33   49.40        0.0000503
  140.91    4.57   18.97        0.0000373
  177.44   84.82   71.36        0.0000419
  -43.12   70.45   16.23        0.0001442
 -141.14   47.39   50.62        0.0000163
  -24.54   29.99   45.50        0.0000154
  -37.85   59.84   35.31        0.0001558
   18.46   20.48   40.92        0.0001978
 -150.22   77.09    1.95        0.0005774
  -83.14   61.86   64.61        0.0000284
  146.29   81.59    8.79        0.0000594
  147.84   50.13   38.79        0.0006130
   58.58   69.40   67.32        0.0000160
 -148.70   80.77   83.98        0.0000529
  172.20   44.79   28.58        0.0000083
 -177.84   42.75   31.31        0.0000293
 -120.48   93.97   11.56        0.0001729
 -135.02   67.76   66.49        0.0000071
  153.52   81.80   92.19        0.0000327
  160.50   44.50   37.72        0.0003125
 -108.77   32.77   26.66        0.0001685
 -174.71   62.65   27.02        0.0001440
 -166.55   12.15   56.80        0.0000434
  -69.19   65.76   40.03        0.0000124
   28.16   78.34   80.21        0.0000156
 -143.54   87.13   43.66        0.0003076
   19.09   84.86   18.02        0.0003484
  -39.11   63.22   22.36        0.0000265
   84.88   27.44   92.68        0.0000236
  112.24   74.82   30.28        0.0000558
  145.66   79.84    8.51        0.0000272
 -164.96   34.36   56.08        0.0000219
 -122.02   81.55   77.00        0.0000227
  115.65   85.17   44.25        0.0002265
  118.74   72.31   24.00        0.0000190
  151.21   49.51   19.90        0.0000212
  168.27    7.38  -13.72        0.0000448
  130.34   30.54   35.52        0.0001579
  -99.93   69.82   36.63        0.0000180
   68.71   74.89   66.06        0.0000352
 -178.28   26.44   43.11        0.0000060
   -4.77   18.81   43.49        0.0000126
   89.60   59.91   73.49        0.0000515
   74.32   51.51   24.73        0.0000215
   36.48   21.94   92.15        0.0005095
  -57.54   38.02   57.51        0.0000177
   87.15   74.94   56.69        0.0000345
 -174.35   69.72   40.08        0.0001772
  142.52   33.77   33.39        0.0000296
 -113.78   36.87   30.86        0.0001093
   -3.11   10.87   56.73        0.0000240
  -63.50   43.60   70.62        0.0001991
 -100.68   64.26   14.52        0.0000758
  -83.93   63.25   93.64        0.0001117
 -100.25   68.88    3.16        0.0000853
   31.62   72.56   72.66        0.0000894
   81.45   69.66   57.75        0.0000145
 -165.93   20.05   54.58        0.0000392
 -179.65   63.50   67.93        0.0000363
   39.30   68.39   75.33        0.0000410
  166.94   22.91   47.04        0.0002400
  141.92    7.29   12.56        0.0000842
  -50.13   29.08   54.22        0.0000249
  118.55   87.61   84.05        0.0000550
  105.68   48.75   67.11        0.0000235
   -6.69    5.04  -18.45        0.0000336
  -58.00    6.75   -5.70        0.0000281
  -52.81   82.93    5.67        0.0001663
 -173.14   79.78   62.08        0.0000298
 -134.21   83.41   -4.73        0.0003223
   -5.57    3.42  -34.84        0.0000308
  179.42   34.92   32.91        0.0000121
  178.81   66.22   41.42        0.0000286
   27.60   60.01   78.25        0.0000404
  142.55   79.94   12.97        0.0003093
   -2.39    2.44   50.27        0.0000445
  -39.05   61.86   31.87        0.0001055
  -81.45   40.81   77.43        0.0000374
 -144.79   76.07   78.21        0.0000287
  -98.60   64.65   58.59        0.0003100
   32.50   39.17   51.27        0.0000244
  114.27   63.22   42.14        0.0000281
  115.16   44.35   60.45        0.0001001
   80.55   56.56    9.81        0.0001498
  -73.16   34.38   67.32        0.0000751
 -126.37   76.98   -5.45        0.0005136
  168.71   18.72   50.22        0.0002982
 -171.96   75.88   20.09        0.0001061
  114.34   78.60   18.70        0.0000563
  -66.68   85.45   54.25        0.0002138
  108.17   64.72   67.85        0.0004092
  -71.47    8.41    6.73        0.0000589
  -70.23   97.51   55.34        0.0000599
  147.24    4.77   54.34        0.0000283
 -138.34   30.75   59.58        0.0000685
  128.27   34.61   56.16        0.0001122
  -98.22   72.98   60.98        0.0000121
 -137.96   64.05   -3.25        0.0004352
  -30.20   80.25   93.64        0.0000990
 -138.63   78.39   -7.91        0.0003684
 -108.57   84.68   27.01        0.0000811
  177.67   63.17   29.25        0.0000161
 -150.92   40.42   56.65        0.0000266
   38.98   78.57   -6.65        0.0000703
  110.01   55.45   54.00        0.0000108
 -162.15   11.61   52.52        0.0000438
 -178.17    5.92   61.32        0.0000401
 -123.51    5.36   81.92        0.0002378
  -46.73   59.74   30.16        0.0000123
  -97.54   45.26   11.45        0.0000254
  130.28   24.73   63.33        0.0001555
  108.35   27.77  -14.62        0.0000383
  152.57   50.20   32.95        0.0001258
   16.50   68.61   11.43        0.0001874
 -127.66   82.71   79.55        0.0000241
    4.82   24.50   47.38        0.0000343
  -82.26   65.45   55.66        0.0000161
 -163.76   79.20   13.22        0.0002321
  148.76   57.77   17.25        0.0000260
 -102.36   51.57    9.74        0.0001994
   -3.11   71.54   68.26        0.0000394
  -27.28   63.46   17.48        0.0000393
  -43.16   68.70   15.51        0.0003088
    2.81   52.49   26.73        0.0000927
   -0.41   40.23   35.13        0.0000573
   89.44   53.64   71.02        0.0001548
   58.64   44.36   39.01        0.0000174
  -43.60   68.30   19.17        0.0000675
  -95.24   56.43   29.11        0.0004318
 -104.57   47.45   20.36        0.0000139
    1.95   60.91   47.25        0.0000736
